Snapshot Date,Checkin Date,DayDiff,Hotel Name,WeekDay,Discount Code
1437080400,1438549200,17,36,0,3
1437080400,1438549200,17,68,0,3
1437080400,1438549200,17,52,0,2
1437080400,1438549200,17,4,0,3
1437080400,1438549200,17,12,0,3
1437080400,1438549200,17,64,0,3
1437080400,1438635600,18,35,1,3
1437080400,1438635600,18,65,1,3
1437080400,1438635600,18,57,1,2
1437080400,1438635600,18,67,1,4
1437080400,1438635600,18,11,1,3
1437080400,1438635600,18,59,1,2
1437080400,1438635600,18,48,1,2
1437080400,1438635600,18,7,1,3
1437080400,1438635600,18,36,1,2
1437080400,1438635600,18,68,1,2
1437080400,1438635600,18,50,1,3
1437080400,1438635600,18,79,1,2
1437080400,1438635600,18,63,1,1
1437080400,1438635600,18,29,1,3
1437080400,1438635600,18,52,1,2
1437080400,1438635600,18,4,1,2
1437080400,1438635600,18,12,1,2
1437080400,1438635600,18,33,1,3
1437080400,1438722000,19,11,2,1
1437080400,1438722000,19,76,2,2
1437080400,1438722000,19,59,2,1
1437080400,1438722000,19,48,2,1
1437080400,1438722000,19,36,2,4
1437080400,1438722000,19,16,2,1
1437080400,1438722000,19,42,2,4
1437080400,1438722000,19,79,2,1
1437080400,1438722000,19,18,2,1
1437080400,1438722000,19,29,2,2
1437080400,1438722000,19,19,2,1
1437080400,1438722000,19,52,2,2
1437080400,1438722000,19,4,2,2
1437080400,1438722000,19,12,2,1
1437080400,1438722000,19,23,2,3
1437080400,1438722000,19,33,2,2
1437080400,1438808400,20,35,3,4
1437080400,1438808400,20,57,3,3
1437080400,1438808400,20,14,3,4
1437080400,1438808400,20,76,3,2
1437080400,1438808400,20,59,3,4
1437080400,1438808400,20,15,3,4
1437080400,1438808400,20,41,3,1
1437080400,1438808400,20,50,3,2
1437080400,1438808400,20,18,3,4
1437080400,1438808400,20,80,3,4
1437080400,1438808400,20,29,3,1
1437080400,1438808400,20,69,3,4
1437080400,1438808400,20,4,3,3
1437080400,1438808400,20,73,3,2
1437080400,1438808400,20,31,3,2
1437080400,1438808400,20,6,3,3
1437080400,1438808400,20,12,3,4
1437080400,1438808400,20,70,3,2
1437080400,1438808400,20,23,3,2
1437080400,1438894800,21,40,4,1
1437080400,1438894800,21,81,4,3
1437080400,1438894800,21,14,4,3
1437080400,1438894800,21,11,4,2
1437080400,1438894800,21,24,4,3
1437080400,1438894800,21,59,4,3
1437080400,1438894800,21,15,4,1
1437080400,1438894800,21,82,4,1
1437080400,1438894800,21,36,4,4
1437080400,1438894800,21,37,4,1
1437080400,1438894800,21,68,4,4
1437080400,1438894800,21,13,4,2
1437080400,1438894800,21,38,4,2
1437080400,1438894800,21,19,4,2
1437080400,1438894800,21,69,4,3
1437080400,1438894800,21,4,4,3
1437080400,1438894800,21,73,4,1
1437080400,1438894800,21,31,4,1
1437080400,1438894800,21,6,4,2
1437080400,1438894800,21,71,4,3
1437080400,1438894800,21,56,4,4
1437080400,1438894800,21,33,4,3
1437080400,1438981200,22,35,5,1
1437080400,1438981200,22,81,5,2
1437080400,1438981200,22,11,5,1
1437080400,1438981200,22,24,5,2
1437080400,1438981200,22,41,5,3
1437080400,1438981200,22,68,5,2
1437080400,1438981200,22,83,5,1
1437080400,1438981200,22,72,5,3
1437080400,1438981200,22,38,5,1
1437080400,1438981200,22,58,5,1
1437080400,1438981200,22,4,5,3
1437080400,1438981200,22,6,5,1
1437080400,1438981200,22,70,5,3
1437080400,1438981200,22,71,5,2
1437080400,1438981200,22,56,5,3
1437080400,1438981200,22,33,5,2
1437080400,1439067600,23,35,6,4
1437080400,1439067600,23,10,6,2
1437080400,1439067600,23,40,6,1
1437080400,1439067600,23,24,6,1
1437080400,1439067600,23,84,6,1
1437080400,1439067600,23,85,6,1
1437080400,1439067600,23,48,6,3
1437080400,1439067600,23,82,6,1
1437080400,1439067600,23,36,6,1
1437080400,1439067600,23,41,6,2
1437080400,1439067600,23,68,6,1
1437080400,1439067600,23,86,6,2
1437080400,1439067600,23,25,6,1
1437080400,1439067600,23,79,6,1
1437080400,1439067600,23,78,6,2
1437080400,1439067600,23,72,6,1
1437080400,1439067600,23,80,6,3
1437080400,1439067600,23,52,6,1
1437080400,1439067600,23,4,6,2
1437080400,1439067600,23,87,6,3
1437080400,1439067600,23,71,6,1
1437080400,1439067600,23,56,6,2
1437080400,1439154000,24,35,0,4
1437080400,1439154000,24,65,0,1
1437080400,1439154000,24,53,0,3
1437080400,1439154000,24,10,0,3
1437080400,1439154000,24,11,0,4
1437080400,1439154000,24,24,0,4
1437080400,1439154000,24,48,0,1
1437080400,1439154000,24,88,0,1
1437080400,1439154000,24,41,0,3
1437080400,1439154000,24,86,0,3
1437080400,1439154000,24,25,0,4
1437080400,1439154000,24,3,0,3
1437080400,1439154000,24,52,0,4
1437080400,1439154000,24,4,0,2
1437080400,1439154000,24,12,0,3
1437080400,1439154000,24,23,0,3
1437080400,1439154000,24,56,0,2
1437080400,1439154000,24,33,0,4
1437080400,1439154000,24,34,0,3
1437080400,1439240400,25,35,1,3
1437080400,1439240400,25,65,1,4
1437080400,1439240400,25,53,1,2
1437080400,1439240400,25,89,1,2
1437080400,1439240400,25,40,1,4
1437080400,1439240400,25,67,1,2
1437080400,1439240400,25,11,1,3
1437080400,1439240400,25,24,1,3
1437080400,1439240400,25,59,1,2
1437080400,1439240400,25,48,1,4
1437080400,1439240400,25,36,1,3
1437080400,1439240400,25,80,1,4
1437080400,1439240400,25,29,1,3
1437080400,1439240400,25,58,1,4
1437080400,1439240400,25,3,1,2
1437080400,1439240400,25,52,1,3
1437080400,1439240400,25,4,1,2
1437080400,1439240400,25,12,1,2
1437080400,1439240400,25,23,1,3
1437080400,1439240400,25,56,1,1
1437080400,1439240400,25,33,1,3
1437080400,1439240400,25,34,1,2
1437080400,1439240400,25,64,1,3
1437080400,1439326800,26,65,2,3
1437080400,1439326800,26,90,2,1
1437080400,1439326800,26,89,2,1
1437080400,1439326800,26,40,2,3
1437080400,1439326800,26,81,2,1
1437080400,1439326800,26,91,2,2
1437080400,1439326800,26,57,2,1
1437080400,1439326800,26,11,2,2
1437080400,1439326800,26,24,2,2
1437080400,1439326800,26,47,2,2
1437080400,1439326800,26,59,2,1
1437080400,1439326800,26,48,2,2
1437080400,1439326800,26,82,2,1
1437080400,1439326800,26,36,2,2
1437080400,1439326800,26,49,2,4
1437080400,1439326800,26,41,2,1
1437080400,1439326800,26,68,2,1
1437080400,1439326800,26,16,2,1
1437080400,1439326800,26,42,2,4
1437080400,1439326800,26,13,2,3
1437080400,1439326800,26,18,2,1
1437080400,1439326800,26,9,2,3
1437080400,1439326800,26,62,2,2
1437080400,1439326800,26,63,2,1
1437080400,1439326800,26,29,2,2
1437080400,1439326800,26,58,2,3
1437080400,1439326800,26,3,2,1
1437080400,1439326800,26,52,2,2
1437080400,1439326800,26,4,2,1
1437080400,1439326800,26,6,2,4
1437080400,1439326800,26,12,2,1
1437080400,1439326800,26,23,2,2
1437080400,1439326800,26,46,2,2
1437080400,1439326800,26,33,2,2
1437080400,1439326800,26,34,2,1
1437080400,1439413200,27,40,3,4
1437080400,1439413200,27,81,3,4
1437080400,1439413200,27,57,3,4
1437080400,1439413200,27,11,3,1
1437080400,1439413200,27,47,3,4
1437080400,1439413200,27,59,3,4
1437080400,1439413200,27,82,3,2
1437080400,1439413200,27,88,3,1
1437080400,1439413200,27,68,3,4
1437080400,1439413200,27,50,3,4
1437080400,1439413200,27,16,3,2
1437080400,1439413200,27,79,3,2
1437080400,1439413200,27,72,3,4
1437080400,1439413200,27,18,3,4
1437080400,1439413200,27,92,3,4
1437080400,1439413200,27,63,3,1
1437080400,1439413200,27,29,3,1
1437080400,1439413200,27,69,3,4
1437080400,1439413200,27,30,3,2
1437080400,1439413200,27,3,3,4
1437080400,1439413200,27,4,3,3
1437080400,1439413200,27,93,3,4
1437080400,1439413200,27,73,3,2
1437080400,1439413200,27,31,3,2
1437080400,1439413200,27,12,3,4
1437080400,1439413200,27,23,3,2
1437080400,1439413200,27,64,3,2
1437080400,1439499600,28,65,4,1
1437080400,1439499600,28,89,4,4
1437080400,1439499600,28,40,4,3
1437080400,1439499600,28,81,4,3
1437080400,1439499600,28,91,4,3
1437080400,1439499600,28,94,4,2
1437080400,1439499600,28,24,4,3
1437080400,1439499600,28,59,4,3
1437080400,1439499600,28,36,4,3
1437080400,1439499600,28,37,4,1
1437080400,1439499600,28,68,4,3
1437080400,1439499600,28,72,4,3
1437080400,1439499600,28,92,4,3
1437080400,1439499600,28,38,4,2
1437080400,1439499600,28,80,4,3
1437080400,1439499600,28,69,4,3
1437080400,1439499600,28,52,4,2
1437080400,1439499600,28,93,4,3
1437080400,1439499600,28,73,4,1
1437080400,1439499600,28,31,4,1
1437080400,1439499600,28,32,4,2
1437080400,1439499600,28,95,4,2
1437080400,1439499600,28,56,4,4
1437080400,1439499600,28,64,4,1
1437080400,1439586000,29,89,5,3
1437080400,1439586000,29,40,5,2
1437080400,1439586000,29,81,5,2
1437080400,1439586000,29,91,5,2
1437080400,1439586000,29,94,5,2
1437080400,1439586000,29,96,5,1
1437080400,1439586000,29,76,5,2
1437080400,1439586000,29,24,5,2
1437080400,1439586000,29,48,5,2
1437080400,1439586000,29,41,5,2
1437080400,1439586000,29,43,5,1
1437080400,1439586000,29,78,5,1
1437080400,1439586000,29,72,5,1
1437080400,1439586000,29,97,5,1
1437080400,1439586000,29,38,5,1
1437080400,1439586000,29,98,5,1
1437080400,1439586000,29,80,5,3
1437080400,1439586000,29,52,5,3
1437080400,1439586000,29,95,5,1
1437080400,1439586000,29,87,5,4
1437080400,1439586000,29,56,5,3
1437080400,1439672400,30,76,6,2
1437080400,1439672400,30,24,6,1
1437080400,1439672400,30,84,6,1
1437080400,1439672400,30,85,6,1
1437080400,1439672400,30,36,6,1
1437080400,1439672400,30,41,6,1
1437080400,1439672400,30,43,6,4
1437080400,1439672400,30,78,6,4
1437080400,1439672400,30,44,6,2
1437080400,1439672400,30,4,6,2
1437080400,1439672400,30,87,6,3
1437080400,1439758800,31,40,0,4
1437080400,1439758800,31,11,0,4
1437080400,1439758800,31,84,0,3
1437080400,1439758800,31,48,0,3
1437080400,1439758800,31,54,0,4
1437080400,1439758800,31,36,0,4
1437080400,1439758800,31,25,0,4
1437080400,1439758800,31,9,0,2
1437080400,1439758800,31,99,0,2
1437080400,1439758800,31,58,0,4
1437080400,1439758800,31,3,0,3
1437080400,1439758800,31,52,0,3
1437080400,1439758800,31,4,0,1
1437080400,1439758800,31,12,0,3
1437080400,1439758800,31,87,0,2
1437080400,1439758800,31,100,0,1
1437080400,1439758800,31,34,0,3
1437080400,1439758800,31,64,0,1
1437080400,1439845200,32,89,1,2
1437080400,1439845200,32,40,1,3
1437080400,1439845200,32,101,1,2
1437080400,1439845200,32,81,1,2
1437080400,1439845200,32,11,1,3
1437080400,1439845200,32,76,1,1
1437080400,1439845200,32,24,1,3
1437080400,1439845200,32,84,1,3
1437080400,1439845200,32,59,1,2
1437080400,1439845200,32,48,1,3
1437080400,1439845200,32,36,1,3
1437080400,1439845200,32,68,1,3
1437080400,1439845200,32,50,1,3
1437080400,1439845200,32,78,1,2
1437080400,1439845200,32,9,1,3
1437080400,1439845200,32,29,1,3
1437080400,1439845200,32,3,1,2
1437080400,1439845200,32,52,1,3
1437080400,1439845200,32,102,1,2
1437080400,1439845200,32,70,1,1
1437080400,1439845200,32,21,1,1
1437080400,1439845200,32,46,1,4
1437080400,1439845200,32,34,1,2
1437080400,1439845200,32,103,1,4
1437080400,1439931600,33,35,2,4
1437080400,1439931600,33,89,2,1
1437080400,1439931600,33,40,2,2
1437080400,1439931600,33,101,2,1
1437080400,1439931600,33,81,2,1
1437080400,1439931600,33,91,2,2
1437080400,1439931600,33,14,2,4
1437080400,1439931600,33,11,2,2
1437080400,1439931600,33,24,2,4
1437080400,1439931600,33,84,2,2
1437080400,1439931600,33,59,2,1
1437080400,1439931600,33,54,2,2
1437080400,1439931600,33,36,2,2
1437080400,1439931600,33,41,2,1
1437080400,1439931600,33,68,2,1
1437080400,1439931600,33,86,2,3
1437080400,1439931600,33,104,2,1
1437080400,1439931600,33,16,2,1
1437080400,1439931600,33,42,2,4
1437080400,1439931600,33,79,2,4
1437080400,1439931600,33,78,2,1
1437080400,1439931600,33,18,2,1
1437080400,1439931600,33,63,2,1
1437080400,1439931600,33,29,2,2
1437080400,1439931600,33,19,2,1
1437080400,1439931600,33,3,2,1
1437080400,1439931600,33,52,2,2
1437080400,1439931600,33,4,2,3
1437080400,1439931600,33,102,2,1
1437080400,1439931600,33,6,2,4
1437080400,1439931600,33,12,2,1
1437080400,1439931600,33,21,2,1
1437080400,1439931600,33,23,2,2
1437080400,1439931600,33,100,2,3
1437080400,1439931600,33,46,2,2
1437080400,1439931600,33,34,2,1
1437080400,1439931600,33,64,2,1
1437080400,1440018000,34,40,3,4
1437080400,1440018000,34,81,3,4
1437080400,1440018000,34,11,3,1
1437080400,1440018000,34,76,3,1
1437080400,1440018000,34,84,3,3
1437080400,1440018000,34,59,3,4
1437080400,1440018000,34,36,3,1
1437080400,1440018000,34,86,3,2
1437080400,1440018000,34,104,3,3
1437080400,1440018000,34,92,3,4
1437080400,1440018000,34,62,3,2
1437080400,1440018000,34,63,3,1
1437080400,1440018000,34,29,3,1
1437080400,1440018000,34,51,3,1
1437080400,1440018000,34,69,3,4
1437080400,1440018000,34,3,3,4
1437080400,1440018000,34,4,3,3
1437080400,1440018000,34,73,3,2
1437080400,1440018000,34,64,3,4
1437166800,1437253200,1,53,6,3
1437166800,1437253200,1,9,6,1
1437166800,1437253200,1,4,6,2
1437166800,1437339600,2,11,0,4
1437166800,1437339600,2,3,0,3
1437166800,1437339600,2,4,0,3
1437166800,1437339600,2,12,0,3
1437166800,1437426000,3,105,1,4
1437166800,1437426000,3,11,1,1
1437166800,1437426000,3,8,1,4
1437166800,1437426000,3,62,1,4
1437166800,1437426000,3,3,1,2
1437166800,1437426000,3,4,1,3
1437166800,1437426000,3,6,1,4
1437166800,1437426000,3,12,1,2
1437166800,1437512400,4,14,2,4
1437166800,1437512400,4,11,2,2
1437166800,1437512400,4,15,2,2
1437166800,1437512400,4,16,2,2
1437166800,1437512400,4,17,2,2
1437166800,1437512400,4,19,2,1
1437166800,1437512400,4,3,2,1
1437166800,1437512400,4,4,2,2
1437166800,1437512400,4,12,2,1
1437166800,1437512400,4,20,2,2
1437166800,1437512400,4,21,2,1
1437166800,1437512400,4,22,2,4
1437166800,1437512400,4,23,2,3
1437166800,1437598800,5,106,3,2
1437166800,1437598800,5,14,3,4
1437166800,1437598800,5,11,3,1
1437166800,1437598800,5,24,3,4
1437166800,1437598800,5,25,3,3
1437166800,1437598800,5,61,3,3
1437166800,1437598800,5,18,3,3
1437166800,1437598800,5,26,3,1
1437166800,1437598800,5,27,3,1
1437166800,1437598800,5,1,3,2
1437166800,1437598800,5,29,3,1
1437166800,1437598800,5,19,3,1
1437166800,1437598800,5,30,3,2
1437166800,1437598800,5,3,3,4
1437166800,1437598800,5,52,3,4
1437166800,1437598800,5,4,3,2
1437166800,1437598800,5,31,3,2
1437166800,1437598800,5,20,3,1
1437166800,1437598800,5,33,3,3
1437166800,1437598800,5,34,3,1
1437166800,1437685200,6,35,4,3
1437166800,1437685200,6,106,4,1
1437166800,1437685200,6,14,4,3
1437166800,1437685200,6,24,4,3
1437166800,1437685200,6,36,4,3
1437166800,1437685200,6,37,4,3
1437166800,1437685200,6,13,4,4
1437166800,1437685200,6,1,4,1
1437166800,1437685200,6,38,4,2
1437166800,1437685200,6,3,4,1
1437166800,1437685200,6,52,4,3
1437166800,1437685200,6,4,4,2
1437166800,1437685200,6,31,4,1
1437166800,1437685200,6,33,4,2
1437166800,1437771600,7,35,5,2
1437166800,1437771600,7,39,5,1
1437166800,1437771600,7,40,5,1
1437166800,1437771600,7,105,5,1
1437166800,1437771600,7,24,5,2
1437166800,1437771600,7,36,5,2
1437166800,1437771600,7,41,5,2
1437166800,1437771600,7,42,5,2
1437166800,1437771600,7,61,5,1
1437166800,1437771600,7,43,5,1
1437166800,1437771600,7,44,5,3
1437166800,1437771600,7,38,5,1
1437166800,1437771600,7,45,5,4
1437166800,1437771600,7,52,5,2
1437166800,1437771600,7,4,5,2
1437166800,1437771600,7,32,5,3
1437166800,1437771600,7,23,5,2
1437166800,1437771600,7,46,5,3
1437166800,1437771600,7,33,5,1
1437166800,1437858000,8,35,6,4
1437166800,1437858000,8,40,6,4
1437166800,1437858000,8,14,6,1
1437166800,1437858000,8,24,6,1
1437166800,1437858000,8,47,6,1
1437166800,1437858000,8,48,6,2
1437166800,1437858000,8,49,6,1
1437166800,1437858000,8,37,6,1
1437166800,1437858000,8,41,6,3
1437166800,1437858000,8,50,6,1
1437166800,1437858000,8,60,6,1
1437166800,1437858000,8,52,6,1
1437166800,1437858000,8,4,6,2
1437166800,1437858000,8,32,6,2
1437166800,1437858000,8,46,6,2
1437166800,1437944400,9,35,0,3
1437166800,1437944400,9,53,0,4
1437166800,1437944400,9,48,0,3
1437166800,1437944400,9,49,0,4
1437166800,1437944400,9,41,0,2
1437166800,1437944400,9,50,0,3
1437166800,1437944400,9,72,0,1
1437166800,1437944400,9,55,0,3
1437166800,1437944400,9,3,0,3
1437166800,1437944400,9,52,0,4
1437166800,1437944400,9,4,0,2
1437166800,1437944400,9,56,0,3
1437166800,1437944400,9,33,0,4
1437166800,1438030800,10,35,1,2
1437166800,1438030800,10,53,1,3
1437166800,1438030800,10,39,1,4
1437166800,1438030800,10,10,1,2
1437166800,1438030800,10,40,1,4
1437166800,1438030800,10,105,1,4
1437166800,1438030800,10,48,1,2
1437166800,1438030800,10,41,1,1
1437166800,1438030800,10,1,1,3
1437166800,1438030800,10,55,1,1
1437166800,1438030800,10,29,1,3
1437166800,1438030800,10,19,1,3
1437166800,1438030800,10,58,1,4
1437166800,1438030800,10,3,1,2
1437166800,1438030800,10,4,1,2
1437166800,1438030800,10,33,1,3
1437166800,1438030800,10,34,1,3
1437166800,1438117200,11,53,2,2
1437166800,1438117200,11,39,2,3
1437166800,1438117200,11,14,2,1
1437166800,1438117200,11,59,2,1
1437166800,1438117200,11,48,2,1
1437166800,1438117200,11,36,2,1
1437166800,1438117200,11,60,2,2
1437166800,1438117200,11,61,2,1
1437166800,1438117200,11,1,2,1
1437166800,1438117200,11,63,2,3
1437166800,1438117200,11,29,2,2
1437166800,1438117200,11,3,2,1
1437166800,1438117200,11,4,2,2
1437166800,1438117200,11,71,2,3
1437166800,1438117200,11,23,2,3
1437166800,1438117200,11,46,2,2
1437166800,1438117200,11,33,2,2
1437166800,1438117200,11,34,2,2
1437166800,1438117200,11,64,2,3
1437166800,1438203600,12,65,3,3
1437166800,1438203600,12,53,3,3
1437166800,1438203600,12,66,3,1
1437166800,1438203600,12,10,3,3
1437166800,1438203600,12,67,3,2
1437166800,1438203600,12,14,3,1
1437166800,1438203600,12,11,3,1
1437166800,1438203600,12,59,3,4
1437166800,1438203600,12,36,3,4
1437166800,1438203600,12,41,3,3
1437166800,1438203600,12,68,3,4
1437166800,1438203600,12,61,3,2
1437166800,1438203600,12,13,3,3
1437166800,1438203600,12,107,3,1
1437166800,1438203600,12,63,3,1
1437166800,1438203600,12,29,3,1
1437166800,1438203600,12,19,3,1
1437166800,1438203600,12,58,3,2
1437166800,1438203600,12,3,3,4
1437166800,1438203600,12,31,3,2
1437166800,1438203600,12,12,3,4
1437166800,1438203600,12,32,3,3
1437166800,1438203600,12,71,3,3
1437166800,1438203600,12,33,3,3
1437166800,1438290000,13,53,4,2
1437166800,1438290000,13,10,4,3
1437166800,1438290000,13,67,4,1
1437166800,1438290000,13,15,4,2
1437166800,1438290000,13,36,4,3
